"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 23 15:17:05 GMT 2021","Mon Aug 23 15:17:05 GMT 2021","146","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","testPrivacyPolicy","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:04 GMT 2021","Mon Aug 23 15:17:04 GMT 2021","141","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromDVD","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:00 GMT 2021","Mon Aug 23 15:17:00 GMT 2021","173","","Tests.DeleteDataTest","","Tests.DeleteDataTest","testDeleteDataFromBio","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:04 GMT 2021","Mon Aug 23 15:17:04 GMT 2021","149","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromTopBox","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:00 GMT 2021","Mon Aug 23 15:17:00 GMT 2021","150","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:01 GMT 2021","Mon Aug 23 15:17:01 GMT 2021","162","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileRelease","repetition 1 of 1",""
"broken","Mon Aug 23 15:17:05 GMT 2021","Mon Aug 23 15:17:05 GMT 2021","145","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","testPrivacyPolicy","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:01 GMT 2021","Mon Aug 23 15:17:01 GMT 2021","152","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileDVD","repetition 2 of 3",""
"broken","Mon Aug 23 15:16:55 GMT 2021","Mon Aug 23 15:16:58 GMT 2021","2822","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:02 GMT 2021","Mon Aug 23 15:17:02 GMT 2021","160","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileAdvancedSearch","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:04 GMT 2021","Mon Aug 23 15:17:04 GMT 2021","139","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromDVD","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:04 GMT 2021","Mon Aug 23 15:17:04 GMT 2021","226","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromTopBox","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:02 GMT 2021","Mon Aug 23 15:17:02 GMT 2021","139","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:01 GMT 2021","Mon Aug 23 15:17:02 GMT 2021","149","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileDVD","repetition 3 of 3",""
"broken","Mon Aug 23 15:16:59 GMT 2021","Mon Aug 23 15:16:59 GMT 2021","237","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:03 GMT 2021","Mon Aug 23 15:17:03 GMT 2021","189","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:01 GMT 2021","Mon Aug 23 15:17:01 GMT 2021","139","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:03 GMT 2021","Mon Aug 23 15:17:04 GMT 2021","141","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithNotRegisteredUser","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:04 GMT 2021","Mon Aug 23 15:17:04 GMT 2021","144","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromTopBox","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:05 GMT 2021","Mon Aug 23 15:17:05 GMT 2021","177","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","testPrivacyPolicy","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:01 GMT 2021","Mon Aug 23 15:17:01 GMT 2021","138","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:03 GMT 2021","Mon Aug 23 15:17:03 GMT 2021","140","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 2 of 3",""
"broken","Mon Aug 23 15:16:59 GMT 2021","Mon Aug 23 15:16:59 GMT 2021","220","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 3 of 3",""
