"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 23 15:17:02 GMT 2021","Mon Aug 23 15:17:03 GMT 2021","146","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:05 GMT 2021","Mon Aug 23 15:17:05 GMT 2021","143","","Tests.MorePageListTest","","Tests.MorePageListTest","testSearchByTitle","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:03 GMT 2021","Mon Aug 23 15:17:03 GMT 2021","141","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 1 of 3",""
"broken","Mon Aug 23 15:16:58 GMT 2021","Mon Aug 23 15:16:59 GMT 2021","156","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:00 GMT 2021","Mon Aug 23 15:17:00 GMT 2021","152","","Tests.DeleteDataTest","","Tests.DeleteDataTest","testDeleteDataFromBio","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:05 GMT 2021","Mon Aug 23 15:17:05 GMT 2021","137","","Tests.MorePageListTest","","Tests.MorePageListTest","testSearchByTitle","repetition 2 of 3",""
"broken","Mon Aug 23 15:16:59 GMT 2021","Mon Aug 23 15:16:59 GMT 2021","166","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:05 GMT 2021","Mon Aug 23 15:17:05 GMT 2021","146","","Tests.MorePageListTest","","Tests.MorePageListTest","testSearchByTitle","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:02 GMT 2021","Mon Aug 23 15:17:02 GMT 2021","209","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileAdvancedSearch","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:02 GMT 2021","Mon Aug 23 15:17:02 GMT 2021","165","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileAdvancedSearch","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:03 GMT 2021","Mon Aug 23 15:17:03 GMT 2021","166","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithNotRegisteredUser","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:03 GMT 2021","Mon Aug 23 15:17:03 GMT 2021","137","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithNotRegisteredUser","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:05 GMT 2021","Mon Aug 23 15:17:06 GMT 2021","157","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:06 GMT 2021","Mon Aug 23 15:17:06 GMT 2021","137","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:06 GMT 2021","Mon Aug 23 15:17:06 GMT 2021","197","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:00 GMT 2021","Mon Aug 23 15:17:00 GMT 2021","158","","Tests.DeleteDataTest","","Tests.DeleteDataTest","testDeleteDataFromBio","repetition 3 of 3",""
"broken","Mon Aug 23 15:17:02 GMT 2021","Mon Aug 23 15:17:02 GMT 2021","152","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 1 of 3",""
"broken","Mon Aug 23 15:16:59 GMT 2021","Mon Aug 23 15:16:59 GMT 2021","143","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 2 of 3",""
"broken","Mon Aug 23 15:17:00 GMT 2021","Mon Aug 23 15:17:01 GMT 2021","181","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:04 GMT 2021","Mon Aug 23 15:17:04 GMT 2021","137","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromDVD","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:01 GMT 2021","Mon Aug 23 15:17:01 GMT 2021","161","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileDVD","repetition 1 of 3",""
"broken","Mon Aug 23 15:17:00 GMT 2021","Mon Aug 23 15:17:00 GMT 2021","212","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 3 of 3",""
"broken","Mon Aug 23 15:16:59 GMT 2021","Mon Aug 23 15:17:00 GMT 2021","183","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 1 of 3",""
