"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 23 10:48:38 GMT 2021","Mon Aug 23 10:48:55 GMT 2021","17394","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 3 of 3",""
"passed","Mon Aug 23 10:50:09 GMT 2021","Mon Aug 23 10:50:22 GMT 2021","13155","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 3 of 3",""
"passed","Mon Aug 23 10:51:29 GMT 2021","Mon Aug 23 10:51:43 GMT 2021","14281","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 3 of 3",""
"passed","Mon Aug 23 10:54:26 GMT 2021","Mon Aug 23 10:54:30 GMT 2021","3562","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","testPrivacyPolicy","repetition 3 of 3",""
"passed","Mon Aug 23 10:52:54 GMT 2021","Mon Aug 23 10:53:07 GMT 2021","13395","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 3 of 3",""
"passed","Mon Aug 23 10:53:52 GMT 2021","Mon Aug 23 10:53:58 GMT 2021","6012","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithNotRegisteredUser","repetition 2 of 3",""
"passed","Mon Aug 23 10:54:30 GMT 2021","Mon Aug 23 10:55:07 GMT 2021","36514","","Tests.MorePageListTest","","Tests.MorePageListTest","testSearchByTitle","repetition 1 of 3",""
"passed","Mon Aug 23 10:51:57 GMT 2021","Mon Aug 23 10:52:11 GMT 2021","14307","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFile","repetition 2 of 3",""
"passed","Mon Aug 23 10:50:22 GMT 2021","Mon Aug 23 10:50:33 GMT 2021","10179","","Tests.DeleteDataTest","","Tests.DeleteDataTest","testDeleteDataFromBio","repetition 1 of 3",""
"passed","Mon Aug 23 10:48:21 GMT 2021","Mon Aug 23 10:48:38 GMT 2021","16640","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 2 of 3",""
"passed","Mon Aug 23 10:56:26 GMT 2021","Mon Aug 23 10:56:39 GMT 2021","13492","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 3 of 3",""
"passed","Mon Aug 23 10:53:20 GMT 2021","Mon Aug 23 10:53:31 GMT 2021","11491","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 2 of 3",""
"passed","Mon Aug 23 10:50:49 GMT 2021","Mon Aug 23 10:51:00 GMT 2021","11148","","Tests.DeleteDataTest","","Tests.DeleteDataTest","testDeleteDataFromBio","repetition 3 of 3",""
"passed","Mon Aug 23 10:49:25 GMT 2021","Mon Aug 23 10:49:42 GMT 2021","16391","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 3 of 3",""
"passed","Mon Aug 23 10:52:11 GMT 2021","Mon Aug 23 10:52:25 GMT 2021","13594","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFile","repetition 3 of 3",""
"passed","Mon Aug 23 10:53:07 GMT 2021","Mon Aug 23 10:53:20 GMT 2021","12360","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 1 of 3",""
"passed","Mon Aug 23 10:54:08 GMT 2021","Mon Aug 23 10:54:14 GMT 2021","5563","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromTopBox","repetition 2 of 3",""
"passed","Mon Aug 23 10:55:07 GMT 2021","Mon Aug 23 10:55:31 GMT 2021","24645","","Tests.MorePageListTest","","Tests.MorePageListTest","testSearchByTitle","repetition 2 of 3",""
"passed","Mon Aug 23 10:49:56 GMT 2021","Mon Aug 23 10:50:09 GMT 2021","13189","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 2 of 3",""
"passed","Mon Aug 23 10:49:10 GMT 2021","Mon Aug 23 10:49:25 GMT 2021","15458","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 2 of 3",""
"passed","Mon Aug 23 10:55:31 GMT 2021","Mon Aug 23 10:55:57 GMT 2021","26095","","Tests.MorePageListTest","","Tests.MorePageListTest","testSearchByTitle","repetition 3 of 3",""
"passed","Mon Aug 23 10:54:23 GMT 2021","Mon Aug 23 10:54:26 GMT 2021","3575","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","testPrivacyPolicy","repetition 2 of 3",""
"passed","Mon Aug 23 10:54:14 GMT 2021","Mon Aug 23 10:54:20 GMT 2021","5453","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromTopBox","repetition 3 of 3",""
"passed","Mon Aug 23 10:55:57 GMT 2021","Mon Aug 23 10:56:12 GMT 2021","15061","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 1 of 3",""
"passed","Mon Aug 23 10:52:25 GMT 2021","Mon Aug 23 10:52:40 GMT 2021","15753","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 1 of 3",""
"passed","Mon Aug 23 10:54:02 GMT 2021","Mon Aug 23 10:54:08 GMT 2021","6254","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromTopBox","repetition 1 of 3",""
"passed","Mon Aug 23 10:56:12 GMT 2021","Mon Aug 23 10:56:26 GMT 2021","13582","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 2 of 3",""
"passed","Mon Aug 23 10:53:31 GMT 2021","Mon Aug 23 10:53:45 GMT 2021","13967","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 3 of 3",""
"passed","Mon Aug 23 10:48:55 GMT 2021","Mon Aug 23 10:49:10 GMT 2021","14542","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 1 of 3",""
"passed","Mon Aug 23 10:54:20 GMT 2021","Mon Aug 23 10:54:23 GMT 2021","3397","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","testPrivacyPolicy","repetition 1 of 3",""
"passed","Mon Aug 23 10:49:42 GMT 2021","Mon Aug 23 10:49:56 GMT 2021","14174","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 1 of 3",""
"passed","Mon Aug 23 10:51:15 GMT 2021","Mon Aug 23 10:51:29 GMT 2021","13789","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 2 of 3",""
"passed","Mon Aug 23 10:51:00 GMT 2021","Mon Aug 23 10:51:15 GMT 2021","15390","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 1 of 3",""
"passed","Mon Aug 23 10:47:58 GMT 2021","Mon Aug 23 10:48:21 GMT 2021","23132","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 1 of 3",""
"passed","Mon Aug 23 10:53:45 GMT 2021","Mon Aug 23 10:53:52 GMT 2021","6543","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithNotRegisteredUser","repetition 1 of 3",""
"passed","Mon Aug 23 10:53:58 GMT 2021","Mon Aug 23 10:54:02 GMT 2021","4518","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithNotRegisteredUser","repetition 3 of 3",""
"passed","Mon Aug 23 10:52:40 GMT 2021","Mon Aug 23 10:52:54 GMT 2021","13462","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLogout","repetition 2 of 3",""
"passed","Mon Aug 23 10:50:33 GMT 2021","Mon Aug 23 10:50:49 GMT 2021","16057","","Tests.DeleteDataTest","","Tests.DeleteDataTest","testDeleteDataFromBio","repetition 2 of 3",""
"passed","Mon Aug 23 10:51:43 GMT 2021","Mon Aug 23 10:51:57 GMT 2021","13534","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFile","repetition 1 of 3",""
