"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 23 13:37:31 GMT 2021","Mon Aug 23 13:37:46 GMT 2021","15466","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileAdvancedSearch","repetition 2 of 3",""
"passed","Mon Aug 23 13:39:14 GMT 2021","Mon Aug 23 13:39:28 GMT 2021","13993","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 3 of 3",""
"passed","Mon Aug 23 13:32:58 GMT 2021","Mon Aug 23 13:33:15 GMT 2021","16958","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 3 of 3",""
"passed","Mon Aug 23 13:33:32 GMT 2021","Mon Aug 23 13:33:48 GMT 2021","15293","","Tests.RegistrationTests","","Tests.RegistrationTests","testSuccessfulRegistration","repetition 2 of 3",""
"passed","Mon Aug 23 13:34:51 GMT 2021","Mon Aug 23 13:35:09 GMT 2021","17206","","Tests.DeleteDataTest","","Tests.DeleteDataTest","testDeleteDataFromBio","repetition 1 of 3",""
"passed","Mon Aug 23 13:32:38 GMT 2021","Mon Aug 23 13:32:58 GMT 2021","20292","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 2 of 3",""
"passed","Mon Aug 23 13:32:06 GMT 2021","Mon Aug 23 13:32:38 GMT 2021","32029","","Tests.ChangeDataTest","","Tests.ChangeDataTest","testChangeDataInProfileBio","repetition 1 of 3",""
"passed","Mon Aug 23 13:34:19 GMT 2021","Mon Aug 23 13:34:36 GMT 2021","17271","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 2 of 3",""
"passed","Mon Aug 23 13:42:54 GMT 2021","Mon Aug 23 13:43:09 GMT 2021","15327","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","","Tests.RepeatedAndSequentialDataEntryFromDataSourceTest","testRepeatedSearchFilmByTitleFromFileTest","repetition 3 of 3",""
"passed","Mon Aug 23 13:36:52 GMT 2021","Mon Aug 23 13:37:01 GMT 2021","8302","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileDVD","repetition 1 of 3",""
"passed","Mon Aug 23 13:41:27 GMT 2021","Mon Aug 23 13:41:55 GMT 2021","27847","","Tests.MorePageListTest","","Tests.MorePageListTest","testSearchByTitle","repetition 2 of 3",""
"passed","Mon Aug 23 13:40:16 GMT 2021","Mon Aug 23 13:40:23 GMT 2021","7453","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromDVD","repetition 2 of 3",""
"passed","Mon Aug 23 13:40:42 GMT 2021","Mon Aug 23 13:40:47 GMT 2021","5493","","Tests.PrivacyPolicyTest","","Tests.PrivacyPolicyTest","testPrivacyPolicy","repetition 3 of 3",""
"passed","Mon Aug 23 13:40:24 GMT 2021","Mon Aug 23 13:40:31 GMT 2021","7248","","Tests.ListDataTest","","Tests.ListDataTest","testListDataFromDVD","repetition 3 of 3",""
"passed","Mon Aug 23 13:36:45 GMT 2021","Mon Aug 23 13:36:52 GMT 2021","7759","","Tests.SaveDataFromPageTest","","Tests.SaveDataFromPageTest","testSaveDataToFileRelease","repetition 3 of 3",""
"passed","Mon Aug 23 13:34:03 GMT 2021","Mon Aug 23 13:34:19 GMT 2021","15441","","Tests.NewDataInputTest","","Tests.NewDataInputTest","testNewDataInputBio","repetition 1 of 3",""
"passed","Mon Aug 23 13:39:01 GMT 2021","Mon Aug 23 13:39:14 GMT 2021","13353","","Tests.LoginTest","","Tests.LoginTest","testSuccessfulLoginWithRegisteredUser","repetition 2 of 3",""
